pipe_name,metadata_description,metadata_tool,metadata_category,metadata_link,metadata_priority,metadata_fp_risk,metadata_severity,metadata_tool_type,metadata_usage,metadata_comment,metadata_reference
\comnode,Turla malwares,Turla,Malware,https://github.com/Neo23x0/signature-base/blob/857ac87b4b9fb5d71cdd5935766b330f71845a75/yara/apt_turla.yar#L91,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/Neo23x0/signature-base/blob/857ac87b4b9fb5d71cdd5935766b330f71845a75/yara/apt_turla.yar#L91
\Ctx_WinStation_API_service,impacket dcerpc,impacket,Exploitation,https://github.com/fortra/impacket/blob/2de29184dc93247829099fcbc52ff256817c6a94/impacket/dcerpc/v5/tsts.py#L2031,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/impacket.csv
\cuckoo,Attempts to detect Cuckoo Sandbox through the presence of \cuckoo,cuckoo,Defense Evasion,https://github.com/cuckoosandbox/community/blob/14864b9fa2ba2576ca11887caf37616eaec6d941/modules/signatures/windows/antisandbox_cuckoo_files.py#L32,high,N/A,high,greyware_tool,detection rule,N/A,https://github.com/cuckoosandbox/community/blob/14864b9fa2ba2576ca11887caf37616eaec6d941/modules/signatures/windows/antisandbox_cuckoo_files.py#L32
\DAV RPC SERVICE,used by aeroadmin for remote control (also used by other lateral movement tools and tools like keepass and chrome),aeroadmin,RMM,https://ulm.aeroadmin.com/AeroAdmin.exe,high,high,medium,greyware_tool,Hunting,N/A,https://ulm.aeroadmin.com/AeroAdmin.exe
\dbxsvc,Dropbox usage,Dropbox,Data Exfiltration,https://github.com/mthcht/awesome-lists,high,low,medium,greyware_tool,Hunting,N/A,https://github.com/mthcht/awesome-lists
\dce_33f8,trickbot shellcode,trickbot,Malware,https://thedfirreport.com/2021/01/11/trickbot-still-alive-and-well/,medium,low,medium,offensive_tool,Hunting,N/A,https://thedfirreport.com/2021/01/11/trickbot-still-alive-and-well/
\demoagent_11,cobaltstrike pipe names,CobaltStrike,C2,https://github.com/SigmaHQ/sigma/blob/7364ce00b1444802caaebefdccb6d8f6a92f1112/rules/windows/pipe_created/pipe_created_hktl_cobaltstrike_susp_pipe_patterns.yml#L48,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\demoagent_22,cobaltstrike pipe names,CobaltStrike,C2,https://github.com/SigmaHQ/sigma/blob/7364ce00b1444802caaebefdccb6d8f6a92f1112/rules/windows/pipe_created/pipe_created_hktl_cobaltstrike_susp_pipe_patterns.yml#L48,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\demon_pipe,Havoc C2 pipe name,Havoc,C2,https://github.com/HavocFramework/Havoc/blob/ea3646e055eb1612dcc956130fd632029dbf0b86/profiles/http_smb.yaotl#L67,high,none,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/E-H/havoc.csv
\docker_wsl,deprecated docker wsl cotainer usage,wsl,compliance,https://github.com/MicrosoftDocs/WSL/blob/b6dc675e3304e8d52b54749000575cc2da6a4c0a/WSL/tutorials/wsl-containers.md?plain=1#L148,low,high,info,greyware_tool,Hunting,N/A,https://github.com/mthcht/awesome-lists
\DogCraftX,Dograft Backdoor,Dograft,Malware,https://github.com/roadwy/DefenderYara/blob/9bbdb7f9fd3513ce30aa69cd1d88830e3cf596ca/Backdoor/Win32/Dograft/Backdoor_Win32_Dograft_A.yar#L10,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\dre_video_uploader,Dameware (\tkcuploader.exe + \BAConsoleApp.exe),Dameware,RMM,https://www.solarwinds.com/dameware-remote-everywhere,high,none,high,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/D-F/Dameware.csv
\dreconsole_main_instance,Dameware Remote Everywhere Agent (BAConsoleApp.exe),Dameware,RMM,https://www.solarwinds.com/dameware-remote-everywhere,high,none,high,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/D-F/Dameware.csv
\e710f28d59aa529d6792ca6ff0ca1b34,project sauron apt,sauron,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,high,N/A,high,offensive_tool,detection rule,N/A,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf
\EasySystem,Quick and dirty System (Power)Shell using NamedPipe impersonation - also used by Cn33liz/P0wnedShell,EasySystem,Defense Evasion,https://github.com/Cn33liz/EasySystem/blob/92662bd389c733e73d7dd6b7107efa575b9ce790/EasySystem/EasySystem.c#L85,high,N/A,high,offensive_tool,detection rule,N/A,https://github.com/Cn33liz/EasySystem/blob/92662bd389c733e73d7dd6b7107efa575b9ce790/EasySystem/EasySystem.c#L85
\ElevationPipe,default named pipe from ShimMe presented at Defcon32 - Manipulating Shim and Office for Code Injection,ShimMe,Privilege Escalation,https://github.com/deepinstinct/ShimMe/blob/38fc3f922d8e4117a2256e6b9b11b726a5468244/Injected/Injected.h#L7,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/tree/main/tools/R-T/ShimMe.csv
\EngineerPipe,A C# Command & Control framework,HardHatC2,C2,https://github.com/DragoQCC/HardHatC2/blob/e55b0d39345cbe7512c4f96e5a9128c305473b93/Engineer/Commands/InlineShellcode.cs#L47,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/E-H/HardHatC2.csv
\EvtMuteHook_Rule_Pipe,This is a tool that allows you to offensively use YARA to apply a filter to the events being reported by windows event logging,EvtMute,Defense Evasion,https://github.com/bats3c/EvtMute/blob/master/README.md,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/D-F/EvtMute.csv
\ExploitPipe,InstallerFileTakeOver exploit POC CVE-2021-41379 patch bypass,InstallerFileTakeOver,Privilege Escalation,https://github.com/Al1ex/WindowsElevation/blob/e8fa2760f0ea29d1cdc759c623021d5ab7b715e2/InstallerFileTakeOver/InstallerFileTakeOver/InstallerFileTakeOver.cpp#L354,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\FASTDOS,Iron Tiger Malware - PlugX DosEmulator,Iron Tiger,Malware,https://github.com/Neo23x0/signature-base/blob/857ac87b4b9fb5d71cdd5935766b330f71845a75/yara/apt_irontiger_trendmicro.yar#L169,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/Neo23x0/signature-base/blob/857ac87b4b9fb5d71cdd5935766b330f71845a75/yara/apt_irontiger_trendmicro.yar#L169
\foobar,suspicious string - could be a test - often used in POC exploitation for demonstration,_,N/A,https://github.com/mthcht/awesome-lists,high,N/A,medium,offensive_tool,Hunting,N/A,https://github.com/mthcht/awesome-lists
\forRealLegit,InlineExecute-Assembly,InlineExecute-Assembly,Exploitation,https://github.com/anthemtotheego/InlineExecute-Assembly/blob/402637229d1c9abab221119601143732eb867e26/README.md?plain=1#L50,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\FssagentRpc,NetExec,NetExec,Lateral Movement,https://github.com/Pennyw0rth/NetExec/blob/66e6c95f0d4cabe4acabdfadaa69f8eb38bb056f/nxc/modules/shadowcoerce.py#L207,critical,medium,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/NetExec.csv
\fuego-control,fuegoshell pipe name,fuegoshell,Lateral Movement,https://github.com/v1k1ngfr/fuegoshell,critical,none,critical,offensive_tool,detection rule,https://github.com/v1k1ngfr/fuegoshell/blob/af3e24da722fd3a654e841e98644e84ff406ae6a/fuegoshell/generate_reverse_fuegoshell.ps1#L2,https://github.com/mthcht/awesome-lists
\fuego-data,fuegoshell pipe name,fuegoshell,Lateral Movement,https://github.com/v1k1ngfr/fuegoshell,critical,none,critical,offensive_tool,detection rule,https://github.com/v1k1ngfr/fuegoshell/blob/af3e24da722fd3a654e841e98644e84ff406ae6a/fuegoshell/generate_reverse_fuegoshell.ps1#L1,https://github.com/mthcht/awesome-lists
\fuegoshell,fuegoshell pipe name,fuegoshell,Lateral Movement,https://github.com/v1k1ngfr/fuegoshell,critical,none,critical,offensive_tool,detection rule,https://github.com/v1k1ngfr/fuegoshell/blob/af3e24da722fd3a654e841e98644e84ff406ae6a/fuegoshell/generate_bind_fuegoshell.ps1#L4,https://github.com/mthcht/awesome-lists
\fvxens,GetSystem in Meterpreter & Cobalt Strike Beacon,CobaltStrike,C2,https://github.com/splunk/car/blob/5f74ab40c7e27accc38a5ee0fa664a68dbabc0cc/docs/analytics/CAR-2021-02-002/index.md?plain=1#L100,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\g2fabg5713,Dyre infostealer Dyzap,Dyzap,Malware,https://baesystemsai.blogspot.com/2015/11/peering-into-dyres-traffic.html,critical,none,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\GetSys,Windows named pipes exploitation example in  e-zine written by and for hackers,phrack,Exploitation,https://github.com/rootkiter/phrack/blob/5c3ef0663f09d124ea7601dc793f13b9b730295b/phrack61/3.txt#L295,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/rootkiter/phrack/blob/5c3ef0663f09d124ea7601dc793f13b9b730295b/phrack61/3.txt#L295
\GhidraGDB,Ghidra is a software reverse engineering (SRE) framework,Ghidra,Reverse Engineering,https://github.com/NationalSecurityAgency/ghidra/blob/fae64a82c0142b0cf29e1b59dd775fa516bb1044/Ghidra/Framework/Pty/src/test/java/ghidra/pty/windows/NamedPipeTest.java#L46,medium,N/A,medium,greyware_tool,Hunting,N/A,https://github.com/NationalSecurityAgency/ghidra/blob/fae64a82c0142b0cf29e1b59dd775fa516bb1044/Ghidra/Framework/Pty/src/test/java/ghidra/pty/windows/NamedPipeTest.java#L46
\hashdump,cobaltstrike pipe names,CobaltStrike,C2,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\HighPriv,EasySystem.ps1 default pipe service usage,EasySystem,Privilege Escalation,https://github.com/S3cur3Th1sSh1t/Creds/blob/f71e780c51fdc2fdabe4e51831fa6289b1bede96/PowershellScripts/EasySystem.ps1#L578,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\HighPriv,"taken from ""Some usefull Scripts and Executables for Pentest & Forensics""",NamedPipeSystem,Privilege Escalation,https://github.com/cbwang505/Creds/blob/475676e8f07cd7c4ef74084bf264ec0ec0d0f1d4/Csharp/NamedPipeSystem.cs#L28,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/cbwang505/Creds/blob/475676e8f07cd7c4ef74084bf264ec0ec0d0f1d4/Csharp/NamedPipeSystem.cs#L28
